País,Competición,Categoría,Temporada,Jornada,Equipo 1,Resultado,Equipo 2
España,La Liga,1ª división,2017-2018,9,Celta,0-1,Atlético
España,La Liga,1ª división,2017-2018,9,Leganés,1-0,Athletic
España,La Liga,1ª división,2017-2018,9,R. Madrid,3-0,Eibar
España,La Liga,1ª división,2017-2018,9,R. Sociedad,1-1,Espanyol
España,La Liga,1ª división,2017-2018,9,Deportivo,1-2,Girona
España,La Liga,1ª división,2017-2018,10,Alavés,1-2,Valencia
España,La Liga,1ª división,2017-2018,10,Atlético,1-1,Villarreal
España,La Liga,1ª división,2017-2018,10,Athletic,0-2,FC Barcelona
España,La Liga,1ª división,2017-2018,10,Sevilla,2-1,Leganés
España,La Liga,1ª división,2017-2018,10,Getafe,2-1,R. Sociedad
España,La Liga,1ª división,2017-2018,10,Girona,2-1,R. Madrid
España,La Liga,1ª división,2017-2018,10,Eibar,2-2,Levante
España,La Liga,1ª división,2017-2018,10,Málaga,2-1,Celta
España,La Liga,1ª división,2017-2018,10,Las Palmas,1-3,Deportivo
España,La Liga,1ª división,2017-2018,10,Espanyol,1-0,Betis
España,La Liga,1ª división,2017-2018,11,Betis,2-2,Getafe
España,La Liga,1ª división,2017-2018,11,Valencia,3-0,Leganés
España,La Liga,1ª división,2017-2018,11,Deportivo,0-1,Atlético
España,La Liga,1ª división,2017-2018,11,Alavés,1-0,Espanyol
España,La Liga,1ª división,2017-2018,11,FC Barcelona,2-1,Sevilla
España,La Liga,1ª división,2017-2018,11,Levante,1-2,Girona
España,La Liga,1ª división,2017-2018,11,Celta,3-1,Athletic
España,La Liga,1ª división,2017-2018,11,R. Sociedad,3-1,Eibar
España,La Liga,1ª división,2017-2018,11,Villarreal,2-0,Málaga
España,La Liga,1ª división,2017-2018,11,R. Madrid,3-0,Las Palmas
España,La Liga,1ª división,2017-2018,12,Girona,1-1,R. Sociedad
España,La Liga,1ª división,2017-2018,12,Getafe,4-1,Alavés
España,La Liga,1ª división,2017-2018,12,Leganés,0-3,FC Barcelona
España,La Liga,1ª división,2017-2018,12,Sevilla,2-1,Celta
España,La Liga,1ª división,2017-2018,12,Atlético,0-0,R. Madrid
España,La Liga,1ª división,2017-2018,12,Málaga,3-2,Deportivo
España,La Liga,1ª división,2017-2018,12,Espanyol,0-2,Valencia
España,La Liga,1ª división,2017-2018,12,Las Palmas,0-2,Levante
España,La Liga,1ª división,2017-2018,12,Athletic,1-1,Villarreal
España,La Liga,1ª división,2017-2018,12,Eibar,5-0,Betis
España,La Liga,1ª división,2017-2018,13,Celta,1-0,Leganés
España,La Liga,1ª división,2017-2018,13,Alavés,1-2,Eibar
España,La Liga,1ª división,2017-2018,13,R. Madrid,3-2,Málaga
España,La Liga,1ª división,2017-2018,13,Betis,2-2,Girona
España,La Liga,1ª división,2017-2018,13,Levante,0-5,Atlético
España,La Liga,1ª división,2017-2018,13,Deportivo,2-2,Athletic
España,La Liga,1ª división,2017-2018,13,R. Sociedad,2-2,Las Palmas
España,La Liga,1ª división,2017-2018,13,Villarreal,2-3,Sevilla
España,La Liga,1ª división,2017-2018,13,Valencia,1-1,FC Barcelona
España,La Liga,1ª división,2017-2018,13,Espanyol,1-0,Getafe
España,La Liga,1ª división,2017-2018,14,Málaga,0-0,Levante
España,La Liga,1ª división,2017-2018,14,FC Barcelona,2-2,Celta
España,La Liga,1ª división,2017-2018,14,Atlético,2-1,R. Sociedad
España,La Liga,1ª división,2017-2018,14,Sevilla,2-0,Deportivo
España,La Liga,1ª división,2017-2018,14,Athletic,0-0,R. Madrid
España,La Liga,1ª división,2017-2018,14,Leganés,3-1,Villarreal
España,La Liga,1ª división,2017-2018,14,Getafe,1-0,Valencia
España,La Liga,1ª división,2017-2018,14,Eibar,3-1,Espanyol
España,La Liga,1ª división,2017-2018,14,Las Palmas,1-0,Betis
España,La Liga,1ª división,2017-2018,14,Girona,2-3,Alavés
España,La Liga,1ª división,2017-2018,15,Alavés,2-0,Las Palmas
España,La Liga,1ª división,2017-2018,15,Getafe,0-0,Eibar
España,La Liga,1ª división,2017-2018,15,R. Madrid,5-0,Sevilla
España,La Liga,1ª división,2017-2018,15,Deportivo,1-0,Leganés
España,La Liga,1ª división,2017-2018,15,Valencia,2-1,Celta
España,La Liga,1ª división,2017-2018,15,R. Sociedad,0-2,Málaga
España,La Liga,1ª división,2017-2018,15,Betis,0-1,Atlético
España,La Liga,1ª división,2017-2018,15,Levante,1-2,Athletic
España,La Liga,1ª división,2017-2018,15,Villarreal,0-2,FC Barcelona
España,La Liga,1ª división,2017-2018,15,Espanyol,0-1,Girona
España,La Liga,1ª división,2017-2018,16,Sevilla,0-0,Levante
España,La Liga,1ª división,2017-2018,16,Athletic,0-0,R. Sociedad
España,La Liga,1ª división,2017-2018,16,Eibar,2-1,Valencia
España,La Liga,1ª división,2017-2018,16,Atlético,1-0,Alavés
España,La Liga,1ª división,2017-2018,16,Girona,1-0,Getafe
España,La Liga,1ª división,2017-2018,16,Celta,0-1,Villarreal
España,La Liga,1ª división,2017-2018,16,Las Palmas,2-2,Espanyol
España,La Liga,1ª división,2017-2018,16,FC Barcelona,4-0,Deportivo
España,La Liga,1ª división,2017-2018,16,Málaga,0-2,Betis
España,La Liga,1ª división,2017-2018,17,Levante,0-0,Leganés
España,La Liga,1ª división,2017-2018,17,Getafe,2-0,Las Palmas
España,La Liga,1ª división,2017-2018,17,R. Sociedad,3-1,Sevilla
España,La Liga,1ª división,2017-2018,17,Eibar,4-1,Girona
España,La Liga,1ª división,2017-2018,17,Alavés,1-0,Málaga
España,La Liga,1ª división,2017-2018,17,Betis,0-2,Athletic
España,La Liga,1ª división,2017-2018,17,Espanyol,1-0,Atlético
España,La Liga,1ª división,2017-2018,17,R. Madrid,0-3,FC Barcelona
España,La Liga,1ª división,2017-2018,17,Valencia,0-1,Villarreal
España,La Liga,1ª división,2017-2018,17,Deportivo,1-3,Celta
España,La Liga,1ª división,2017-2018,18,Atlético,2-0,Getafe
España,La Liga,1ª división,2017-2018,18,Valencia,2-1,Girona
España,La Liga,1ª división,2017-2018,18,Las Palmas,1-2,Eibar
España,La Liga,1ª división,2017-2018,18,Sevilla,3-5,Betis
España,La Liga,1ª división,2017-2018,18,Leganés,1-0,R. Sociedad
España,La Liga,1ª división,2017-2018,18,FC Barcelona,3-0,Levante
España,La Liga,1ª división,2017-2018,18,Athletic,2-0,Alavés
España,La Liga,1ª división,2017-2018,18,Villarreal,1-1,Deportivo
España,La Liga,1ª división,2017-2018,18,Celta,2-2,R. Madrid
España,La Liga,1ª división,2017-2018,18,Málaga,0-1,Espanyol
España,La Liga,1ª división,2017-2018,19,Getafe,1-0,Málaga
España,La Liga,1ª división,2017-2018,19,Girona,6-0,Las Palmas
España,La Liga,1ª división,2017-2018,19,R. Madrid,0-1,Villarreal
España,La Liga,1ª división,2017-2018,19,Eibar,0-1,Atlético
España,La Liga,1ª división,2017-2018,19,Deportivo,1-2,Valencia
España,La Liga,1ª división,2017-2018,19,Levante,0-1,Celta
España,La Liga,1ª división,2017-2018,19,Alavés,1-0,Sevilla
España,La Liga,1ª división,2017-2018,19,Espanyol,1-1,Athletic
España,La Liga,1ª división,2017-2018,19,R. Sociedad,2-4,FC Barcelona
España,La Liga,1ª división,2017-2018,19,Betis,3-2,Leganés
España,La Liga,1ª división,2017-2018,20,Getafe,2-2,Athletic
España,La Liga,1ª división,2017-2018,20,Espanyol,0-3,Sevilla
España,La Liga,1ª división,2017-2018,20,Atlético,1-1,Girona
España,La Liga,1ª división,2017-2018,20,Villarreal,2-1,Levante
España,La Liga,1ª división,2017-2018,20,Las Palmas,2-1,Valencia
España,La Liga,1ª división,2017-2018,20,Alavés,2-2,Leganés
España,La Liga,1ª división,2017-2018,20,R. Madrid,7-1,Deportivo
España,La Liga,1ª división,2017-2018,20,R. Sociedad,1-2,Celta
España,La Liga,1ª división,2017-2018,20,Betis,0-5,FC Barcelona
España,La Liga,1ª división,2017-2018,20,Eibar,1-1,Málaga
España,La Liga,1ª división,2017-2018,21,Athletic,1-1,Eibar
España,La Liga,1ª división,2017-2018,21,Deportivo,2-2,Levante
España,La Liga,1ª división,2017-2018,21,Valencia,1-4,R. Madrid
España,La Liga,1ª división,2017-2018,21,Málaga,0-0,Girona
España,La Liga,1ª división,2017-2018,21,Villarreal,4-2,R. Sociedad
España,La Liga,1ª división,2017-2018,21,Leganés,3-2,Espanyol
España,La Liga,1ª división,2017-2018,21,Atlético,3-0,Las Palmas
España,La Liga,1ª división,2017-2018,21,Sevilla,1-1,Getafe
España,La Liga,1ª división,2017-2018,21,FC Barcelona,2-1,Alavés
España,La Liga,1ª división,2017-2018,21,Celta,3-2,Betis
España,La Liga,1ª división,2017-2018,22,R. Sociedad,5-0,Deportivo
España,La Liga,1ª división,2017-2018,22,Eibar,5-1,Sevilla
España,La Liga,1ª división,2017-2018,22,Betis,2-1,Villarreal
España,La Liga,1ª división,2017-2018,22,Alavés,2-1,Celta
España,La Liga,1ª división,2017-2018,22,Levante,2-2,R. Madrid
España,La Liga,1ª división,2017-2018,22,Getafe,0-0,Leganés
España,La Liga,1ª división,2017-2018,22,Espanyol,1-1,FC Barcelona
España,La Liga,1ª división,2017-2018,22,Girona,2-0,Athletic
España,La Liga,1ª división,2017-2018,22,Atlético,1-0,Valencia
España,La Liga,1ª división,2017-2018,22,Las Palmas,1-0,Málaga
España,La Liga,1ª división,2017-2018,23,Athletic,0-0,Las Palmas
España,La Liga,1ª división,2017-2018,23,Villarreal,1-2,Alavés
España,La Liga,1ª división,2017-2018,23,Málaga,0-1,Atlético
España,La Liga,1ª división,2017-2018,23,Leganés,0-1,Eibar
España,La Liga,1ª división,2017-2018,23,R. Madrid,5-2,R. Sociedad
España,La Liga,1ª división,2017-2018,23,Sevilla,1-0,Girona
España,La Liga,1ª división,2017-2018,23,FC Barcelona,0-0,Getafe
España,La Liga,1ª división,2017-2018,23,Celta,2-2,Espanyol
España,La Liga,1ª división,2017-2018,23,Valencia,3-1,Levante
España,La Liga,1ª división,2017-2018,23,Deportivo,0-1,Betis
España,La Liga,1ª división,2017-2018,24,Girona,3-0,Leganés
España,La Liga,1ª división,2017-2018,24,Las Palmas,1-2,Sevilla
España,La Liga,1ª división,2017-2018,24,Eibar,0-2,FC Barcelona
España,La Liga,1ª división,2017-2018,24,Alavés,1-0,Deportivo
España,La Liga,1ª división,2017-2018,24,Málaga,1-2,Valencia
España,La Liga,1ª división,2017-2018,24,R. Sociedad,3-0,Levante
España,La Liga,1ª división,2017-2018,24,Atlético,2-0,Athletic
España,La Liga,1ª división,2017-2018,24,Espanyol,1-1,Villarreal
España,La Liga,1ª división,2017-2018,24,Betis,3-5,R. Madrid
España,La Liga,1ª división,2017-2018,24,Getafe,3-0,Celta
España,La Liga,1ª división,2017-2018,25,Leganés,1-3,R. Madrid
España,La Liga,1ª división,2017-2018,25,Deportivo,0-0,Espanyol
España,La Liga,1ª división,2017-2018,25,Celta,2-0,Eibar
España,La Liga,1ª división,2017-2018,25,R. Madrid,4-0,Alavés
España,La Liga,1ª división,2017-2018,25,Leganés,0-0,Las Palmas
España,La Liga,1ª división,2017-2018,25,FC Barcelona,6-1,Girona
España,La Liga,1ª división,2017-2018,25,Villarreal,1-0,Getafe
España,La Liga,1ª división,2017-2018,25,Athletic,2-1,Málaga
España,La Liga,1ª división,2017-2018,25,Valencia,2-1,R. Sociedad
España,La Liga,1ª división,2017-2018,25,Sevilla,2-5,Atlético
España,La Liga,1ª división,2017-2018,25,Levante,0-2,Betis
España,La Liga,1ª división,2017-2018,26,Espanyol,1-0,R. Madrid
España,La Liga,1ª división,2017-2018,26,Girona,1-0,Celta
España,La Liga,1ª división,2017-2018,26,Getafe,3-0,Deportivo
España,La Liga,1ª división,2017-2018,26,Málaga,0-1,Sevilla
España,La Liga,1ª división,2017-2018,26,Athletic,1-1,Valencia
España,La Liga,1ª división,2017-2018,26,Eibar,1-0,Villarreal
España,La Liga,1ª división,2017-2018,26,Atlético,4-0,Leganés
España,La Liga,1ª división,2017-2018,26,Betis,0-0,R. Sociedad
España,La Liga,1ª división,2017-2018,26,Las Palmas,1-1,FC Barcelona
España,La Liga,1ª división,2017-2018,26,Alavés,1-0,Levante
España,La Liga,1ª división,2017-2018,27,Villarreal,0-2,Girona
España,La Liga,1ª división,2017-2018,27,Sevilla,2-0,Athletic
España,La Liga,1ª división,2017-2018,27,Deportivo,1-1,Eibar
España,La Liga,1ª división,2017-2018,27,Leganés,2-0,Málaga
España,La Liga,1ª división,2017-2018,27,R. Madrid,3-1,Getafe
España,La Liga,1ª división,2017-2018,27,Levante,1-1,Espanyol
España,La Liga,1ª división,2017-2018,27,FC Barcelona,1-0,Atlético
España,La Liga,1ª división,2017-2018,27,R. Sociedad,2-1,Alavés
España,La Liga,1ª división,2017-2018,27,Valencia,2-0,Betis
España,La Liga,1ª división,2017-2018,27,Celta,2-1,Las Palmas
España,La Liga,1ª división,2017-2018,28,Girona,2-0,Deportivo
España,La Liga,1ª división,2017-2018,28,Eibar,1-2,R. Madrid
España,La Liga,1ª división,2017-2018,28,Sevilla,0-2,Valencia
España,La Liga,1ª división,2017-2018,28,Getafe,0-1,Levante
España,La Liga,1ª división,2017-2018,28,Málaga,0-2,FC Barcelona
España,La Liga,1ª división,2017-2018,28,Espanyol,2-1,R. Sociedad
España,La Liga,1ª división,2017-2018,28,Atlético,3-0,Celta
España,La Liga,1ª división,2017-2018,28,Las Palmas,0-2,Villarreal
España,La Liga,1ª división,2017-2018,28,Athletic,2-0,Leganés
España,La Liga,1ª división,2017-2018,28,Alavés,1-3,Betis
España,La Liga,1ª división,2017-2018,29,Levante,2-1,Eibar
España,La Liga,1ª división,2017-2018,29,Deportivo,1-1,Las Palmas
España,La Liga,1ª división,2017-2018,29,Valencia,3-1,Alavés
España,La Liga,1ª división,2017-2018,29,R. Sociedad,1-2,Getafe
España,La Liga,1ª división,2017-2018,29,Betis,3-0,Espanyol
España,La Liga,1ª división,2017-2018,29,Leganés,2-1,Sevilla
España,La Liga,1ª división,2017-2018,29,FC Barcelona,2-0,Athletic
España,La Liga,1ª división,2017-2018,29,Villarreal,2-1,Atlético
España,La Liga,1ª división,2017-2018,29,Celta,0-0,Málaga
España,La Liga,1ª división,2017-2018,29,R. Madrid,6-3,Girona
España,La Liga,1ª división,2017-2018,30,Girona,1-1,Levante
España,La Liga,1ª división,2017-2018,30,Athletic,1-1,Celta
España,La Liga,1ª división,2017-2018,30,Las Palmas,0-3,R. Madrid
España,La Liga,1ª división,2017-2018,30,Sevilla,2-2,FC Barcelona
España,La Liga,1ª división,2017-2018,30,Espanyol,0-0,Alavés
España,La Liga,1ª división,2017-2018,30,Leganés,0-1,Valencia
España,La Liga,1ª división,2017-2018,30,Eibar,0-0,R. Sociedad
España,La Liga,1ª división,2017-2018,30,Málaga,1-0,Villarreal
España,La Liga,1ª división,2017-2018,30,Atlético,1-0,Deportivo
España,La Liga,1ª división,2017-2018,30,Getafe,0-1,Betis
España,La Liga,1ª división,2017-2018,31,Deportivo,3-2,Málaga
España,La Liga,1ª división,2017-2018,31,Alavés,2-0,Getafe
España,La Liga,1ª división,2017-2018,31,Celta,4-0,Sevilla
España,La Liga,1ª división,2017-2018,31,Betis,2-0,Eibar
España,La Liga,1ª división,2017-2018,31,FC Barcelona,3-1,Leganés
España,La Liga,1ª división,2017-2018,31,Levante,2-1,Las Palmas
España,La Liga,1ª división,2017-2018,31,R. Madrid,1-1,Atlético
España,La Liga,1ª división,2017-2018,31,R. Sociedad,5-0,Girona
España,La Liga,1ª división,2017-2018,31,Valencia,1-0,Espanyol
España,La Liga,1ª división,2017-2018,31,Villarreal,1-3,Athletic
España,La Liga,1ª división,2017-2018,32,Girona,0-1,Betis
España,La Liga,1ª división,2017-2018,32,Sevilla,2-2,Villarreal
España,La Liga,1ª división,2017-2018,32,FC Barcelona,2-1,Valencia
España,La Liga,1ª división,2017-2018,32,Las Palmas,0-1,R. Sociedad
España,La Liga,1ª división,2017-2018,32,Leganés,1-0,Celta
España,La Liga,1ª división,2017-2018,32,Athletic,2-3,Deportivo
España,La Liga,1ª división,2017-2018,32,Eibar,0-1,Alavés
España,La Liga,1ª división,2017-2018,32,Atlético,3-0,Levante
España,La Liga,1ª división,2017-2018,32,Getafe,1-0,Espanyol
España,La Liga,1ª división,2017-2018,32,Málaga,1-2,R. Madrid
España,La Liga,1ª división,2017-2018,33,Deportivo,0-0,Sevilla
España,La Liga,1ª división,2017-2018,33,Celta,2-2,FC Barcelona
España,La Liga,1ª división,2017-2018,33,Villarreal,2-1,Leganés
España,La Liga,1ª división,2017-2018,33,Valencia,1-2,Getafe
España,La Liga,1ª división,2017-2018,33,Espanyol,0-1,Eibar
España,La Liga,1ª división,2017-2018,33,R. Madrid,1-1,Athletic
España,La Liga,1ª división,2017-2018,33,Alavés,1-2,Girona
España,La Liga,1ª división,2017-2018,33,R. Sociedad,3-0,Atlético
España,La Liga,1ª división,2017-2018,33,Betis,1-0,Las Palmas
España,La Liga,1ª división,2017-2018,33,Levante,1-0,Málaga
España,La Liga,1ª división,2017-2018,34,Leganés,0-0,Deportivo
España,La Liga,1ª división,2017-2018,34,Eibar,0-1,Getafe
España,La Liga,1ª división,2017-2018,34,Celta,1-1,Valencia
España,La Liga,1ª división,2017-2018,34,Girona,0-2,Espanyol
España,La Liga,1ª división,2017-2018,34,Málaga,2-0,R. Sociedad
España,La Liga,1ª división,2017-2018,34,Las Palmas,0-4,Alavés
España,La Liga,1ª división,2017-2018,34,Atlético,0-0,Betis
España,La Liga,1ª división,2017-2018,34,Athletic,1-3,Levante
España,La Liga,1ª división,2017-2018,35,Levante,2-1,Sevilla
España,La Liga,1ª división,2017-2018,35,Espanyol,1-1,Las Palmas
España,La Liga,1ª división,2017-2018,35,R. Sociedad,3-1,Athletic
España,La Liga,1ª división,2017-2018,35,R. Madrid,2-1,Leganés
España,La Liga,1ª división,2017-2018,35,Villarreal,4-1,Celta
España,La Liga,1ª división,2017-2018,35,Getafe,1-1,Girona
España,La Liga,1ª división,2017-2018,35,Alavés,0-1,Atlético
España,La Liga,1ª división,2017-2018,35,Valencia,0-0,Eibar
España,La Liga,1ª división,2017-2018,35,Deportivo,2-4,FC Barcelona
España,La Liga,1ª división,2017-2018,35,Betis,2-1,Málaga
España,La Liga,1ª división,2017-2018,36,Sevilla,1-0,R. Sociedad
España,La Liga,1ª división,2017-2018,36,Girona,1-4,Eibar
España,La Liga,1ª división,2017-2018,36,Athletic,2-0,Betis
España,La Liga,1ª división,2017-2018,36,Celta,1-1,Deportivo
España,La Liga,1ª división,2017-2018,36,Villarreal,1-0,Valencia
España,La Liga,1ª división,2017-2018,36,Málaga,0-3,Alavés
España,La Liga,1ª división,2017-2018,36,Atlético,0-2,Espanyol
España,La Liga,1ª división,2017-2018,36,Las Palmas,0-1,Getafe
España,La Liga,1ª división,2017-2018,36,FC Barcelona,2-2,R. Madrid
España,La Liga,1ª división,2017-2018,36,Leganés,0-3,Levante
España,La Liga,1ª división,2017-2018,37,FC Barcelona,5-1,Villarreal
España,La Liga,1ª división,2017-2018,37,Sevilla,3-2,R. Madrid
España,La Liga,1ª división,2017-2018,37,R. Sociedad,3-2,Leganés
España,La Liga,1ª división,2017-2018,37,Girona,0-1,Valencia
España,La Liga,1ª división,2017-2018,37,Eibar,1-0,Las Palmas
España,La Liga,1ª división,2017-2018,37,Getafe,0-1,Atlético
España,La Liga,1ª división,2017-2018,37,Alavés,3-1,Athletic
España,La Liga,1ª división,2017-2018,37,Betis,2-2,Sevilla
España,La Liga,1ª división,2017-2018,37,Deportivo,2-4,Villarreal
España,La Liga,1ª división,2017-2018,37,R. Madrid,6-0,Celta
España,La Liga,1ª división,2017-2018,37,Espanyol,4-1,Málaga
España,La Liga,1ª división,2017-2018,37,Levante,5-4,FC Barcelona
España,La Liga,1ª división,2017-2018,38,Celta,4-2,Levante
España,La Liga,1ª división,2017-2018,38,Leganés,3-2,Betis
España,La Liga,1ª división,2017-2018,38,Las Palmas,1-2,Girona
España,La Liga,1ª división,2017-2018,38,Málaga,0-1,Getafe
España,La Liga,1ª división,2017-2018,38,Sevilla,1-0,Alavés
España,La Liga,1ª división,2017-2018,38,Villarreal,2-2,R. Madrid
España,La Liga,1ª división,2017-2018,38,Valencia,2-1,Deportivo
España,La Liga,1ª división,2017-2018,38,Athletic,0-1,Espanyol
España,La Liga,1ª división,2017-2018,38,Atlético,2-2,Eibar
España,La Liga,1ª división,2017-2018,38,FC Barcelona,1-0,R. Sociedad
