País,Competición,Categoría,Temporada,Jornada,Equipo 1,Resultado,Equipo 2
España,La Liga,1ª división,2014-2015,4,Atlético,2-2,Celta
España,La Liga,1ª división,2014-2015,4,Espanyol,2-2,Málaga
España,La Liga,1ª división,2014-2015,4,R. Sociedad,1-2,Almería
España,La Liga,1ª división,2014-2015,4,Villarreal,4-2,Rayo
España,La Liga,1ª división,2014-2015,4,Córdoba,1-3,Sevilla
España,La Liga,1ª división,2014-2015,4,Levante,0-5,FC Barcelona
España,La Liga,1ª división,2014-2015,4,Getafe,0-3,Valencia
España,La Liga,1ª división,2014-2015,5,R. Madrid,5-1,Elche
España,La Liga,1ª división,2014-2015,5,Celta,2-1,Deportivo
España,La Liga,1ª división,2014-2015,5,Almería,0-1,Atlético
España,La Liga,1ª división,2014-2015,5,Eibar,1-1,Villarreal
España,La Liga,1ª división,2014-2015,5,Rayo,2-1,Athletic
España,La Liga,1ª división,2014-2015,5,Sevilla,1-0,R. Sociedad
España,La Liga,1ª división,2014-2015,5,Granada,0-1,Levante
España,La Liga,1ª división,2014-2015,5,Málaga,0-0,FC Barcelona
España,La Liga,1ª división,2014-2015,5,Espanyol,2-0,Getafe
España,La Liga,1ª división,2014-2015,5,Valencia,3-0,Córdoba
España,La Liga,1ª división,2014-2015,6,Elche,0-1,Celta
España,La Liga,1ª división,2014-2015,6,Villarreal,0-2,R. Madrid
España,La Liga,1ª división,2014-2015,6,FC Barcelona,6-0,Granada
España,La Liga,1ª división,2014-2015,6,Atlético,4-0,Sevilla
España,La Liga,1ª división,2014-2015,6,Athletic,0-0,Eibar
España,La Liga,1ª división,2014-2015,6,Levante,0-2,Rayo
España,La Liga,1ª división,2014-2015,6,Getafe,1-0,Málaga
España,La Liga,1ª división,2014-2015,6,Deportivo,0-1,Almería
España,La Liga,1ª división,2014-2015,6,R. Sociedad,1-1,Valencia
España,La Liga,1ª división,2014-2015,6,Córdoba,0-0,Espanyol
España,La Liga,1ª división,2014-2015,7,Getafe,1-1,Córdoba
España,La Liga,1ª división,2014-2015,7,Valencia,3-1,Atlético
España,La Liga,1ª división,2014-2015,7,Rayo,0-2,FC Barcelona
España,La Liga,1ª división,2014-2015,7,Eibar,3-3,Levante
España,La Liga,1ª división,2014-2015,7,Almería,2-2,Elche
España,La Liga,1ª división,2014-2015,7,Málaga,2-1,Granada
España,La Liga,1ª división,2014-2015,7,Sevilla,4-1,Deportivo
España,La Liga,1ª división,2014-2015,7,Celta,1-3,Villarreal
España,La Liga,1ª división,2014-2015,7,Espanyol,2-0,R. Sociedad
España,La Liga,1ª división,2014-2015,7,R. Madrid,5-0,Athletic
España,La Liga,1ª división,2014-2015,8,Granada,0-1,Rayo
España,La Liga,1ª división,2014-2015,8,Levante,0-5,R. Madrid
España,La Liga,1ª división,2014-2015,8,Athletic,1-1,Celta
España,La Liga,1ª división,2014-2015,8,FC Barcelona,3-0,Eibar
España,La Liga,1ª división,2014-2015,8,Córdoba,1-2,Málaga
España,La Liga,1ª división,2014-2015,8,Atlético,2-0,Espanyol
España,La Liga,1ª división,2014-2015,8,Deportivo,3-0,Valencia
España,La Liga,1ª división,2014-2015,8,Elche,0-2,Sevilla
España,La Liga,1ª división,2014-2015,8,Villarreal,2-0,Almería
España,La Liga,1ª división,2014-2015,8,R. Sociedad,1-2,Getafe
España,La Liga,1ª división,2014-2015,9,Celta,3-0,Levante
España,La Liga,1ª división,2014-2015,9,Almería,0-1,Athletic
España,La Liga,1ª división,2014-2015,9,R. Madrid,3-1,FC Barcelona
España,La Liga,1ª división,2014-2015,9,Valencia,3-1,Elche
España,La Liga,1ª división,2014-2015,9,Córdoba,1-1,R. Sociedad
España,La Liga,1ª división,2014-2015,9,Eibar,1-1,Granada
España,La Liga,1ª división,2014-2015,9,Málaga,4-0,Rayo
España,La Liga,1ª división,2014-2015,9,Espanyol,0-0,Deportivo
España,La Liga,1ª división,2014-2015,9,Sevilla,2-1,Villarreal
España,La Liga,1ª división,2014-2015,9,Getafe,0-1,Atlético
España,La Liga,1ª división,2014-2015,10,Deportivo,1-2,Getafe
España,La Liga,1ª división,2014-2015,10,Granada,0-4,R. Madrid
España,La Liga,1ª división,2014-2015,10,Atlético,4-2,Córdoba
España,La Liga,1ª división,2014-2015,10,FC Barcelona,0-1,Celta
España,La Liga,1ª división,2014-2015,10,R. Sociedad,0-1,Málaga
España,La Liga,1ª división,2014-2015,10,Athletic,1-0,Sevilla
España,La Liga,1ª división,2014-2015,10,Villarreal,1-3,Valencia
España,La Liga,1ª división,2014-2015,10,Levante,2-1,Almería
España,La Liga,1ª división,2014-2015,10,Elche,2-1,Espanyol
España,La Liga,1ª división,2014-2015,10,Rayo,2-3,Eibar
España,La Liga,1ª división,2014-2015,11,Córdoba,0-0,Deportivo
España,La Liga,1ª división,2014-2015,11,Almería,1-2,FC Barcelona
España,La Liga,1ª división,2014-2015,11,Getafe,0-0,Elche
España,La Liga,1ª división,2014-2015,11,R. Madrid,5-1,Rayo
España,La Liga,1ª división,2014-2015,11,Celta,0-0,Granada
España,La Liga,1ª división,2014-2015,11,Málaga,2-1,Eibar
España,La Liga,1ª división,2014-2015,11,Sevilla,1-1,Levante
España,La Liga,1ª división,2014-2015,11,Espanyol,1-1,Villarreal
España,La Liga,1ª división,2014-2015,11,Valencia,0-0,Athletic
España,La Liga,1ª división,2014-2015,11,R. Sociedad,2-1,Atlético
España,La Liga,1ª división,2014-2015,12,Athletic,3-1,Espanyol
España,La Liga,1ª división,2014-2015,12,Atlético,3-1,Málaga
España,La Liga,1ª división,2014-2015,12,Eibar,0-4,R. Madrid
España,La Liga,1ª división,2014-2015,12,FC Barcelona,5-1,Sevilla
España,La Liga,1ª división,2014-2015,12,Deportivo,0-0,R. Sociedad
España,La Liga,1ª división,2014-2015,12,Rayo,1-0,Celta
España,La Liga,1ª división,2014-2015,12,Levante,2-1,Valencia
España,La Liga,1ª división,2014-2015,12,Elche,2-2,Córdoba
España,La Liga,1ª división,2014-2015,12,Villarreal,2-1,Getafe
España,La Liga,1ª división,2014-2015,12,Granada,0-0,Almería
España,La Liga,1ª división,2014-2015,13,R. Sociedad,3-0,Elche
España,La Liga,1ª división,2014-2015,13,Getafe,1-2,Athletic
España,La Liga,1ª división,2014-2015,13,Espanyol,2-1,Levante
España,La Liga,1ª división,2014-2015,13,Málaga,1-2,R. Madrid
España,La Liga,1ª división,2014-2015,13,Celta,0-1,Eibar
España,La Liga,1ª división,2014-2015,13,Atlético,2-0,Deportivo
España,La Liga,1ª división,2014-2015,13,Sevilla,5-1,Granada
España,La Liga,1ª división,2014-2015,13,Córdoba,0-2,Villarreal
España,La Liga,1ª división,2014-2015,13,Valencia,0-1,FC Barcelona
España,La Liga,1ª división,2014-2015,13,Almería,0-1,Rayo
España,La Liga,1ª división,2014-2015,14,Elche,0-2,Atlético
España,La Liga,1ª división,2014-2015,14,Athletic,0-1,Córdoba
España,La Liga,1ª división,2014-2015,14,R. Madrid,3-0,Celta
España,La Liga,1ª división,2014-2015,14,Deportivo,0-1,Málaga
España,La Liga,1ª división,2014-2015,14,Rayo,0-1,Sevilla
España,La Liga,1ª división,2014-2015,14,FC Barcelona,5-1,Espanyol
España,La Liga,1ª división,2014-2015,14,Villarreal,4-0,R. Sociedad
España,La Liga,1ª división,2014-2015,14,Granada,1-1,Valencia
España,La Liga,1ª división,2014-2015,14,Eibar,5-2,Almería
España,La Liga,1ª división,2014-2015,14,Levante,1-1,Getafe
España,La Liga,1ª división,2014-2015,15,Almería,1-4,R. Madrid
España,La Liga,1ª división,2014-2015,15,Getafe,0-0,FC Barcelona
España,La Liga,1ª división,2014-2015,15,Valencia,3-0,Rayo
España,La Liga,1ª división,2014-2015,15,Córdoba,0-0,Levante
España,La Liga,1ª división,2014-2015,15,Málaga,1-0,Celta
España,La Liga,1ª división,2014-2015,15,Espanyol,2-1,Granada
España,La Liga,1ª división,2014-2015,15,Sevilla,0-0,Eibar
España,La Liga,1ª división,2014-2015,15,Atlético,0-1,Villarreal
España,La Liga,1ª división,2014-2015,15,R. Sociedad,1-1,Athletic
España,La Liga,1ª división,2014-2015,15,Deportivo,1-0,Elche
España,La Liga,1ª división,2014-2015,16,Celta,0-1,Almería
España,La Liga,1ª división,2014-2015,16,FC Barcelona,5-0,Córdoba
España,La Liga,1ª división,2014-2015,16,Levante,1-1,R. Sociedad
España,La Liga,1ª división,2014-2015,16,Eibar,0-1,Valencia
España,La Liga,1ª división,2014-2015,16,Rayo,1-3,Espanyol
España,La Liga,1ª división,2014-2015,16,Villarreal,3-0,Deportivo
España,La Liga,1ª división,2014-2015,16,Granada,1-1,Getafe
España,La Liga,1ª división,2014-2015,16,Elche,1-2,Málaga
España,La Liga,1ª división,2014-2015,16,Athletic,1-4,Atlético
España,La Liga,1ª división,2014-2015,17,Atlético,3-1,Levante
España,La Liga,1ª división,2014-2015,17,Sevilla,1-0,Celta
España,La Liga,1ª división,2014-2015,17,Elche,2-2,Villarreal
España,La Liga,1ª división,2014-2015,17,Deportivo,1-0,Athletic
España,La Liga,1ª división,2014-2015,17,Málaga,1-2,Almería
España,La Liga,1ª división,2014-2015,17,Getafe,1-2,Rayo
España,La Liga,1ª división,2014-2015,17,Valencia,2-1,R. Madrid
España,La Liga,1ª división,2014-2015,17,Espanyol,1-2,Eibar
España,La Liga,1ª división,2014-2015,17,R. Sociedad,1-0,FC Barcelona
España,La Liga,1ª división,2014-2015,17,Córdoba,2-0,Granada
España,La Liga,1ª división,2014-2015,18,Levante,0-0,Deportivo
España,La Liga,1ª división,2014-2015,18,R. Madrid,3-0,Espanyol
España,La Liga,1ª división,2014-2015,18,Málaga,1-1,Villarreal
España,La Liga,1ª división,2014-2015,18,Celta,1-1,Valencia
España,La Liga,1ª división,2014-2015,18,Eibar,2-1,Getafe
España,La Liga,1ª división,2014-2015,18,Almería,0-2,Sevilla
España,La Liga,1ª división,2014-2015,18,Athletic,1-2,Elche
España,La Liga,1ª división,2014-2015,18,Granada,1-1,R. Sociedad
España,La Liga,1ª división,2014-2015,18,FC Barcelona,3-1,Atlético
España,La Liga,1ª división,2014-2015,18,Rayo,0-1,Córdoba
España,La Liga,1ª división,2014-2015,19,Córdoba,1-1,Eibar
España,La Liga,1ª división,2014-2015,19,R. Sociedad,0-1,Rayo
España,La Liga,1ª división,2014-2015,19,Valencia,3-2,Almería
España,La Liga,1ª división,2014-2015,19,Villarreal,2-0,Athletic
España,La Liga,1ª división,2014-2015,19,Espanyol,1-0,Celta
España,La Liga,1ª división,2014-2015,19,Getafe,0-3,R. Madrid
España,La Liga,1ª división,2014-2015,19,Atlético,2-0,Granada
España,La Liga,1ª división,2014-2015,19,Deportivo,0-4,FC Barcelona
España,La Liga,1ª división,2014-2015,19,Elche,1-0,Levante
España,La Liga,1ª división,2014-2015,19,Sevilla,2-0,Málaga
España,La Liga,1ª división,2014-2015,20,Córdoba,1-2,R. Madrid
España,La Liga,1ª división,2014-2015,20,Elche,0-6,FC Barcelona
España,La Liga,1ª división,2014-2015,20,Atlético,3-1,Rayo
España,La Liga,1ª división,2014-2015,20,R. Sociedad,1-0,Eibar
España,La Liga,1ª división,2014-2015,20,Villarreal,1-0,Levante
España,La Liga,1ª división,2014-2015,20,Deportivo,2-2,Granada
España,La Liga,1ª división,2014-2015,20,Athletic,1-1,Málaga
España,La Liga,1ª división,2014-2015,20,Espanyol,3-0,Almería
España,La Liga,1ª división,2014-2015,20,Valencia,3-1,Sevilla
España,La Liga,1ª división,2014-2015,20,Getafe,2-1,Celta
España,La Liga,1ª división,2014-2015,21,Rayo,1-2,Deportivo
España,La Liga,1ª división,2014-2015,21,R. Madrid,4-1,R. Sociedad
España,La Liga,1ª división,2014-2015,21,Eibar,1-3,Atlético
España,La Liga,1ª división,2014-2015,21,Granada,1-0,Elche
España,La Liga,1ª división,2014-2015,21,Celta,1-0,Córdoba
España,La Liga,1ª división,2014-2015,21,Levante,0-2,Athletic
España,La Liga,1ª división,2014-2015,21,Almería,1-0,Getafe
España,La Liga,1ª división,2014-2015,21,Sevilla,3-2,Espanyol
España,La Liga,1ª división,2014-2015,21,FC Barcelona,3-2,Villarreal
España,La Liga,1ª división,2014-2015,21,Málaga,1-0,Valencia
España,La Liga,1ª división,2014-2015,22,R. Madrid,2-1,Sevilla
España,La Liga,1ª división,2014-2015,22,Deportivo,2-0,Eibar
España,La Liga,1ª división,2014-2015,22,Atlético,4-0,R. Madrid
España,La Liga,1ª división,2014-2015,22,Villarreal,2-0,Granada
España,La Liga,1ª división,2014-2015,22,Levante,4-1,Málaga
España,La Liga,1ª división,2014-2015,22,R. Sociedad,1-1,Celta
España,La Liga,1ª división,2014-2015,22,Córdoba,1-2,Almería
España,La Liga,1ª división,2014-2015,22,Getafe,2-1,Sevilla
España,La Liga,1ª división,2014-2015,22,Espanyol,1-2,Valencia
España,La Liga,1ª división,2014-2015,22,Athletic,2-5,FC Barcelona
España,La Liga,1ª división,2014-2015,22,Elche,2-0,Rayo
España,La Liga,1ª división,2014-2015,23,Almería,2-2,R. Sociedad
España,La Liga,1ª división,2014-2015,23,Sevilla,3-0,Córdoba
España,La Liga,1ª división,2014-2015,23,R. Madrid,2-0,Deportivo
España,La Liga,1ª división,2014-2015,23,Granada,0-0,Athletic
España,La Liga,1ª división,2014-2015,23,Málaga,0-2,Espanyol
España,La Liga,1ª división,2014-2015,23,Valencia,1-0,Getafe
España,La Liga,1ª división,2014-2015,23,FC Barcelona,5-0,Levante
España,La Liga,1ª división,2014-2015,23,Rayo,2-0,Villarreal
España,La Liga,1ª división,2014-2015,23,Celta,2-0,Atlético
España,La Liga,1ª división,2014-2015,23,Eibar,0-1,Elche
España,La Liga,1ª división,2014-2015,24,Getafe,2-1,Espanyol
España,La Liga,1ª división,2014-2015,24,FC Barcelona,0-1,Málaga
España,La Liga,1ª división,2014-2015,24,Córdoba,1-2,Valencia
España,La Liga,1ª división,2014-2015,24,Atlético,3-0,Almería
España,La Liga,1ª división,2014-2015,24,Deportivo,0-2,Celta
España,La Liga,1ª división,2014-2015,24,R. Sociedad,4-3,Sevilla
España,La Liga,1ª división,2014-2015,24,Athletic,1-0,Rayo
España,La Liga,1ª división,2014-2015,24,Villarreal,1-0,Eibar
España,La Liga,1ª división,2014-2015,24,Elche,0-2,R. Madrid
España,La Liga,1ª división,2014-2015,24,Levante,2-1,Granada
España,La Liga,1ª división,2014-2015,25,Espanyol,1-0,Córdoba
España,La Liga,1ª división,2014-2015,25,Granada,1-3,FC Barcelona
España,La Liga,1ª división,2014-2015,25,Rayo,4-2,Levante
España,La Liga,1ª división,2014-2015,25,Almería,0-0,Deportivo
España,La Liga,1ª división,2014-2015,25,Málaga,3-2,Getafe
España,La Liga,1ª división,2014-2015,25,Valencia,2-0,R. Sociedad
España,La Liga,1ª división,2014-2015,25,Eibar,0-1,Athletic
España,La Liga,1ª división,2014-2015,25,Sevilla,0-0,Atlético
España,La Liga,1ª división,2014-2015,25,R. Madrid,1-1,Villarreal
España,La Liga,1ª división,2014-2015,25,Celta,1-1,Elche
España,La Liga,1ª división,2014-2015,26,Levante,2-1,Eibar
España,La Liga,1ª división,2014-2015,26,Deportivo,3-4,Sevilla
España,La Liga,1ª división,2014-2015,26,Athletic,1-0,R. Madrid
España,La Liga,1ª división,2014-2015,26,Elche,1-0,Almería
España,La Liga,1ª división,2014-2015,26,Granada,1-0,Málaga
España,La Liga,1ª división,2014-2015,26,FC Barcelona,6-1,Rayo
España,La Liga,1ª división,2014-2015,26,R. Sociedad,1-0,Espanyol
España,La Liga,1ª división,2014-2015,26,Villarreal,4-1,Celta
España,La Liga,1ª división,2014-2015,26,Atlético,1-1,Valencia
España,La Liga,1ª división,2014-2015,26,Córdoba,1-2,Getafe
España,La Liga,1ª división,2014-2015,27,Valencia,2-0,Deportivo
España,La Liga,1ª división,2014-2015,27,Espanyol,0-0,Atlético
España,La Liga,1ª división,2014-2015,27,Eibar,0-2,FC Barcelona
España,La Liga,1ª división,2014-2015,27,Rayo,3-1,Granada
España,La Liga,1ª división,2014-2015,27,Celta,1-2,Athletic
España,La Liga,1ª división,2014-2015,27,Almería,0-0,Villarreal
España,La Liga,1ª división,2014-2015,27,Málaga,2-0,Córdoba
España,La Liga,1ª división,2014-2015,27,Sevilla,3-0,Elche
España,La Liga,1ª división,2014-2015,27,R. Madrid,2-0,Levante
España,La Liga,1ª división,2014-2015,27,Getafe,0-1,R. Sociedad
España,La Liga,1ª división,2014-2015,28,Elche,0-4,Valencia
España,La Liga,1ª división,2014-2015,28,Atlético,2-0,Getafe
España,La Liga,1ª división,2014-2015,28,Rayo,1-0,Málaga
España,La Liga,1ª división,2014-2015,28,Levante,0-1,Celta
España,La Liga,1ª división,2014-2015,28,Athletic,2-1,Almería
España,La Liga,1ª división,2014-2015,28,Granada,0-0,Eibar
España,La Liga,1ª división,2014-2015,28,Deportivo,0-0,Espanyol
España,La Liga,1ª división,2014-2015,28,Villarreal,0-2,Sevilla
España,La Liga,1ª división,2014-2015,28,R. Sociedad,3-1,Córdoba
España,La Liga,1ª división,2014-2015,28,FC Barcelona,2-1,R. Madrid
España,La Liga,1ª división,2014-2015,29,Eibar,1-2,Rayo
España,La Liga,1ª división,2014-2015,29,Sevilla,2-0,Athletic
España,La Liga,1ª división,2014-2015,29,Córdoba,0-2,Atlético
España,La Liga,1ª división,2014-2015,29,Almería,1-4,Levante
España,La Liga,1ª división,2014-2015,29,Málaga,1-1,R. Sociedad
España,La Liga,1ª división,2014-2015,29,R. Madrid,9-1,Granada
España,La Liga,1ª división,2014-2015,29,Valencia,0-0,Villarreal
España,La Liga,1ª división,2014-2015,29,Getafe,2-1,Deportivo
España,La Liga,1ª división,2014-2015,29,Celta,0-1,FC Barcelona
España,La Liga,1ª división,2014-2015,29,Espanyol,1-1,Elche
España,La Liga,1ª división,2014-2015,30,Atlético,2-0,R. Sociedad
España,La Liga,1ª división,2014-2015,30,Levante,1-2,Sevilla
España,La Liga,1ª división,2014-2015,30,Eibar,1-0,Málaga
España,La Liga,1ª división,2014-2015,30,Deportivo,1-1,Córdoba
España,La Liga,1ª división,2014-2015,30,FC Barcelona,4-0,Almería
España,La Liga,1ª división,2014-2015,30,Granada,1-1,Celta
España,La Liga,1ª división,2014-2015,30,Rayo,0-2,R. Madrid
España,La Liga,1ª división,2014-2015,30,Athletic,1-1,Valencia
España,La Liga,1ª división,2014-2015,30,Elche,0-1,Getafe
España,La Liga,1ª división,2014-2015,30,Villarreal,0-3,Espanyol
España,La Liga,1ª división,2014-2015,31,R. Madrid,3-0,Eibar
España,La Liga,1ª división,2014-2015,31,Málaga,2-2,Atlético
España,La Liga,1ª división,2014-2015,31,Sevilla,2-2,FC Barcelona
España,La Liga,1ª división,2014-2015,31,Almería,3-0,Granada
España,La Liga,1ª división,2014-2015,31,Celta,6-1,Rayo
España,La Liga,1ª división,2014-2015,31,Getafe,1-1,Villarreal
España,La Liga,1ª división,2014-2015,31,Espanyol,1-0,Athletic
España,La Liga,1ª división,2014-2015,31,R. Sociedad,2-2,Deportivo
España,La Liga,1ª división,2014-2015,31,Córdoba,0-2,Elche
España,La Liga,1ª división,2014-2015,31,Valencia,3-0,Levante
España,La Liga,1ª división,2014-2015,32,Levante,2-2,Espanyol
España,La Liga,1ª división,2014-2015,32,FC Barcelona,2-0,Valencia
España,La Liga,1ª división,2014-2015,32,Deportivo,1-2,Atlético
España,La Liga,1ª división,2014-2015,32,R. Madrid,3-1,Málaga
España,La Liga,1ª división,2014-2015,32,Athletic,4-0,Getafe
España,La Liga,1ª división,2014-2015,32,Rayo,2-0,Almería
España,La Liga,1ª división,2014-2015,32,Granada,1-1,Sevilla
España,La Liga,1ª división,2014-2015,32,Villarreal,0-0,Córdoba
España,La Liga,1ª división,2014-2015,32,Eibar,0-1,Celta
España,La Liga,1ª división,2014-2015,32,Elche,1-0,R. Sociedad
España,La Liga,1ª división,2014-2015,33,Córdoba,0-1,Athletic
España,La Liga,1ª división,2014-2015,33,Espanyol,0-2,FC Barcelona
España,La Liga,1ª división,2014-2015,33,Atlético,3-0,Elche
España,La Liga,1ª división,2014-2015,33,Getafe,0-1,Levante
España,La Liga,1ª división,2014-2015,33,R. Sociedad,0-0,Villarreal
España,La Liga,1ª división,2014-2015,33,Málaga,1-1,Deportivo
España,La Liga,1ª división,2014-2015,33,Almería,2-0,Eibar
España,La Liga,1ª división,2014-2015,33,Sevilla,2-0,Rayo
España,La Liga,1ª división,2014-2015,33,Celta,2-4,R. Madrid
España,La Liga,1ª división,2014-2015,33,Valencia,4-0,Granada
España,La Liga,1ª división,2014-2015,34,FC Barcelona,6-0,Getafe
España,La Liga,1ª división,2014-2015,34,Athletic,1-1,R. Sociedad
España,La Liga,1ª división,2014-2015,34,Levante,1-0,Córdoba
España,La Liga,1ª división,2014-2015,34,Eibar,1-3,Sevilla
España,La Liga,1ª división,2014-2015,34,R. Madrid,3-0,Almería
España,La Liga,1ª división,2014-2015,34,Celta,1-0,Málaga
España,La Liga,1ª división,2014-2015,34,Elche,4-0,Deportivo
España,La Liga,1ª división,2014-2015,34,Villarreal,0-1,Atlético
España,La Liga,1ª división,2014-2015,34,Rayo,1-1,Valencia
España,La Liga,1ª división,2014-2015,34,Granada,1-2,Espanyol
España,La Liga,1ª división,2014-2015,35,R. Sociedad,3-0,Levante
España,La Liga,1ª división,2014-2015,35,Córdoba,0-8,FC Barcelona
España,La Liga,1ª división,2014-2015,35,Atlético,0-0,Athletic
España,La Liga,1ª división,2014-2015,35,Sevilla,2-3,R. Madrid
España,La Liga,1ª división,2014-2015,35,Deportivo,1-1,Villarreal
España,La Liga,1ª división,2014-2015,35,Espanyol,1-1,Rayo
España,La Liga,1ª división,2014-2015,35,Getafe,1-2,Granada
España,La Liga,1ª división,2014-2015,35,Valencia,3-1,Eibar
España,La Liga,1ª división,2014-2015,35,Málaga,1-2,Elche
España,La Liga,1ª división,2014-2015,35,Almería,2-2,Celta
España,La Liga,1ª división,2014-2015,36,Eibar,0-2,Espanyol
España,La Liga,1ª división,2014-2015,36,Granada,2-0,Córdoba
España,La Liga,1ª división,2014-2015,36,FC Barcelona,2-0,R. Sociedad
España,La Liga,1ª división,2014-2015,36,R. Madrid,2-2,Valencia
España,La Liga,1ª división,2014-2015,36,Athletic,1-1,Deportivo
España,La Liga,1ª división,2014-2015,36,Levante,2-2,Atlético
España,La Liga,1ª división,2014-2015,36,Villarreal,1-0,Elche
España,La Liga,1ª división,2014-2015,36,Almería,1-2,Málaga
España,La Liga,1ª división,2014-2015,36,Celta,1-1,Sevilla
España,La Liga,1ª división,2014-2015,36,Rayo,2-0,Getafe
España,La Liga,1ª división,2014-2015,37,Villarreal,2-1,Málaga
España,La Liga,1ª división,2014-2015,37,Elche,2-3,Athletic
España,La Liga,1ª división,2014-2015,37,Deportivo,2-0,Levante
España,La Liga,1ª división,2014-2015,37,Atlético,0-1,FC Barcelona
España,La Liga,1ª división,2014-2015,37,R. Sociedad,0-3,Granada
España,La Liga,1ª división,2014-2015,37,Córdoba,1-2,Rayo
España,La Liga,1ª división,2014-2015,37,Getafe,1-1,Eibar
España,La Liga,1ª división,2014-2015,37,Espanyol,1-4,R. Madrid
España,La Liga,1ª división,2014-2015,37,Valencia,1-1,Celta
España,La Liga,1ª división,2014-2015,37,Sevilla,2-1,Almería
España,La Liga,1ª división,2014-2015,38,Levante,0-0,Elche
España,La Liga,1ª división,2014-2015,38,Athletic,4-0,Villarreal
España,La Liga,1ª división,2014-2015,38,FC Barcelona,2-2,Deportivo
España,La Liga,1ª división,2014-2015,38,Granada,0-0,Atlético
España,La Liga,1ª división,2014-2015,38,Rayo,2-4,R. Sociedad
España,La Liga,1ª división,2014-2015,38,Eibar,3-0,Córdoba
España,La Liga,1ª división,2014-2015,38,Celta,3-2,Espanyol
España,La Liga,1ª división,2014-2015,38,Almería,2-3,Valencia
España,La Liga,1ª división,2014-2015,38,Málaga,2-3,Sevilla
España,La Liga,1ª división,2014-2015,38,R. Madrid,7-3,Getafe
España,La Liga,1ª división,2015-2016,1,Málaga,0-0,Sevilla
España,La Liga,1ª división,2015-2016,1,Espanyol,1-0,Getafe
España,La Liga,1ª división,2015-2016,1,Deportivo,0-0,R. Sociedad
España,La Liga,1ª división,2015-2016,1,Atlético,1-0,Las Palmas
España,La Liga,1ª división,2015-2016,1,Rayo,0-0,Valencia
España,La Liga,1ª división,2015-2016,1,Athletic,0-1,FC Barcelona
España,La Liga,1ª división,2015-2016,1,Sporting,0-0,R. Madrid
España,La Liga,1ª división,2015-2016,1,Levante,1-2,Celta
España,La Liga,1ª división,2015-2016,1,Betis,1-1,Villarreal
España,La Liga,1ª división,2015-2016,1,Granada,1-3,Eibar
España,La Liga,1ª división,2015-2016,2,Villarreal,3-1,Espanyol
España,La Liga,1ª división,2015-2016,2,R. Sociedad,0-0,Sporting
España,La Liga,1ª división,2015-2016,2,FC Barcelona,1-0,Málaga
España,La Liga,1ª división,2015-2016,2,Celta,3-0,Rayo
España,La Liga,1ª división,2015-2016,2,R. Madrid,5-0,Betis
España,La Liga,1ª división,2015-2016,2,Eibar,2-0,Athletic
España,La Liga,1ª división,2015-2016,2,Sevilla,0-3,Atlético
España,La Liga,1ª división,2015-2016,2,Valencia,1-1,Deportivo
España,La Liga,1ª división,2015-2016,2,Las Palmas,0-0,Levante
España,La Liga,1ª división,2015-2016,2,Getafe,1-2,Granada
España,La Liga,1ª división,2015-2016,3,Levante,1-1,Sevilla
España,La Liga,1ª división,2015-2016,3,Espanyol,0-6,R. Madrid
España,La Liga,1ª división,2015-2016,3,Sporting,0-1,Valencia
España,La Liga,1ª división,2015-2016,3,Atlético,1-2,FC Barcelona
España,La Liga,1ª división,2015-2016,3,Betis,1-0,R. Sociedad
España,La Liga,1ª división,2015-2016,3,Granada,1-3,Villarreal
España,La Liga,1ª división,2015-2016,3,Athletic,3-1,Getafe
España,La Liga,1ª división,2015-2016,3,Celta,3-3,Las Palmas
España,La Liga,1ª división,2015-2016,3,Málaga,0-0,Eibar
España,La Liga,1ª división,2015-2016,3,Rayo,1-3,Deportivo
España,La Liga,1ª división,2015-2016,4,Getafe,1-0,Málaga
España,La Liga,1ª división,2015-2016,4,R. Madrid,1-0,Granada
España,La Liga,1ª división,2015-2016,4,Valencia,0-0,Betis
España,La Liga,1ª división,2015-2016,4,Eibar,0-2,Atlético
España,La Liga,1ª división,2015-2016,4,R. Sociedad,2-3,Espanyol
España,La Liga,1ª división,2015-2016,4,Sevilla,1-2,Celta
España,La Liga,1ª división,2015-2016,4,Deportivo,2-3,Sporting
España,La Liga,1ª división,2015-2016,4,Villarreal,3-1,Athletic
España,La Liga,1ª división,2015-2016,4,Las Palmas,0-1,Rayo
España,La Liga,1ª división,2015-2016,4,FC Barcelona,4-1,Levante
España,La Liga,1ª división,2015-2016,5,Atlético,2-0,Getafe
España,La Liga,1ª división,2015-2016,5,Espanyol,1-0,Valencia
España,La Liga,1ª división,2015-2016,5,Granada,0-3,R. Sociedad
España,La Liga,1ª división,2015-2016,5,Celta,4-1,FC Barcelona
España,La Liga,1ª división,2015-2016,5,Levante,2-2,Eibar
España,La Liga,1ª división,2015-2016,5,Rayo,2-1,Sporting
España,La Liga,1ª división,2015-2016,5,Athletic,1-2,R. Madrid
España,La Liga,1ª división,2015-2016,5,Las Palmas,2-0,Sevilla
España,La Liga,1ª división,2015-2016,5,Málaga,0-1,Villarreal
España,La Liga,1ª división,2015-2016,5,Betis,1-2,Deportivo
España,La Liga,1ª división,2015-2016,6,Valencia,1-0,Granada
España,La Liga,1ª división,2015-2016,6,FC Barcelona,2-1,Las Palmas
España,La Liga,1ª división,2015-2016,6,R. Madrid,0-0,Málaga
